iter	Passed	Remaining
183	329	1459
184	330	1456
185	332	1453
186	333	1449
187	334	1445
188	336	1441
189	337	1438
190	338	1435
191	340	1431
192	341	1428
193	342	1424
194	343	1417
195	344	1414
196	346	1410
197	347	1407
198	348	1403
199	349	1399
200	351	1396
201	353	1395
202	354	1391
203	355	1388
204	357	1385
205	358	1382
206	359	1378
207	361	1375
208	362	1372
209	378	1424
210	380	1421
211	382	1421
212	383	1417
213	384	1411
214	386	1411
215	387	1408
216	389	1404
217	390	1401
218	392	1398
219	393	1395
220	394	1391
221	396	1387
222	397	1385
223	399	1382
224	400	1379
225	407	1393
226	407	1388
227	408	1384
228	409	1379
229	411	1376
230	415	1382
231	417	1381
232	419	1382
233	424	1388
234	428	1396
235	431	1395
236	433	1396
237	435	1395
238	437	1393
239	439	1392
240	441	1389
241	442	1386
242	444	1383
243	445	1380
244	447	1377
245	447	1372
246	452	1380
247	455	1380
248	458	1383
249	460	1382
250	463	1381
251	465	1382
252	468	1382
253	470	1382
254	473	1382
255	475	1383
256	478	1383
257	481	1383
258	483	1383
259	486	1383
260	488	1383
261	491	1383
262	493	1383
263	496	1383
264	498	1382
265	501	1382
266	503	1382
267	505	1381
268	507	1378
269	508	1375
270	510	1372
271	511	1369
272	512	1365
273	514	1362
274	515	1359
275	517	1356
276	518	1353
277	522	1358
278	528	1365
279	529	1362
280	531	1359
281	532	1355
282	533	1352
283	535	1349
284	536	1346
285	537	1342
286	539	1339
287	540	1336
288	542	1333
289	546	1339
290	548	1336
291	550	1334
292	552	1333
293	555	1334
294	560	1338
295	561	1335
296	563	1333
297	565	1331
298	568	1332
299	569	1329
300	572	1329
301	574	1326
302	576	1326
303	578	1323
304	580	1322
305	582	1321
306	583	1317
307	584	1314
308	586	1311
309	587	1308
310	588	1303
311	589	1299
312	590	1296
313	591	1293
314	592	1289
315	594	1286
316	595	1283
317	596	1279
318	598	1276
319	599	1274
320	600	1269
321	601	1267
322	603	1264
323	604	1261
324	606	1258
325	607	1255
326	608	1252
327	610	1249
328	611	1247
329	612	1244
330	614	1241
331	615	1238
332	616	1235
333	618	1232
334	619	1229
335	620	1226
336	621	1223
337	623	1220
338	624	1217
339	625	1214
340	627	1212
341	628	1209
342	630	1206
343	631	1204
344	632	1201
345	634	1198
346	635	1196
347	637	1193
348	638	1190
349	639	1188
350	640	1185
351	642	1182
352	643	1179
353	645	1177
354	646	1173
355	647	1171
356	648	1167
357	649	1165
358	651	1162
359	652	1160
360	653	1157
361	655	1154
362	656	1152
363	657	1149
364	659	1147
365	660	1143
366	661	1141
367	663	1138
368	664	1136
369	665	1133
370	667	1131
371	668	1128
372	669	1125
373	671	1123
374	672	1120
375	673	1118
376	675	1115
377	676	1113
378	677	1110
379	679	1108
380	680	1105
381	682	1103
382	683	1101
383	684	1097
384	685	1095
385	687	1092
386	688	1090
387	689	1088
388	691	1085
389	692	1083
390	693	1080
391	695	1078
392	696	1075
393	696	1071
394	698	1069
395	699	1067
396	701	1065
397	702	1062
398	704	1060
399	705	1058
400	707	1056
401	708	1054
402	709	1051
403	710	1048
404	712	1046
405	713	1044
406	715	1041
407	716	1039
408	717	1037
409	719	1034
410	720	1032
411	722	1030
412	723	1028
413	724	1025
414	726	1023
415	727	1021
416	729	1019
417	730	1017
418	732	1015
419	733	1013
420	735	1010
421	736	1008
422	738	1006
423	739	1004
424	740	1002
425	742	1000
426	743	998
427	745	996
428	746	993
429	748	991
430	749	989
431	750	987
432	752	985
433	753	983
434	755	980
435	756	979
436	758	976
437	759	974
438	760	972
439	762	970
440	763	968
441	765	965
442	766	963
443	767	961
444	769	959
445	770	956
446	771	954
447	773	952
448	774	951
449	776	949
450	778	947
451	779	945
452	781	943
453	782	940
454	783	938
455	785	936
456	786	934
457	787	932
458	790	931
459	791	929
460	792	926
461	793	924
462	795	922
463	796	920
464	797	918
465	799	915
466	800	913
467	801	911
468	803	909
469	804	907
470	805	905
471	807	903
472	808	901
473	810	899
474	811	897
475	813	895
476	814	892
477	815	890
478	817	888
479	817	885
480	819	883
481	820	881
482	821	879
483	823	877
484	824	876
485	826	874
486	827	871
487	829	869
488	830	867
489	831	865
490	833	863
491	834	861
492	835	859
493	837	857
494	838	855
495	839	853
496	841	851
497	842	849
498	843	847
499	845	845
500	846	843
501	848	841
502	849	839
503	854	841
504	855	839
505	857	836
506	858	834
507	859	832
508	861	830
509	862	828
510	863	826
511	865	824
512	866	822
513	867	820
514	869	818
515	872	818
516	874	816
517	875	814
518	876	812
519	877	809
520	878	807
521	880	806
522	882	804
523	883	802
524	884	800
525	886	798
526	887	796
527	888	794
528	892	794
529	893	792
530	895	790
531	896	788
532	897	786
533	901	786
534	902	784
535	904	782
536	907	782
537	908	780
538	909	777
539	910	775
540	911	773
541	912	771
542	913	768
543	914	766
544	916	764
545	917	762
546	918	760
547	920	759
548	921	757
549	922	755
550	924	753
551	925	751
552	926	749
553	928	747
554	929	745
555	930	743
556	932	741
557	933	739
558	934	737
559	935	735
560	937	733
561	938	731
562	939	729
563	941	727
564	942	725
565	943	723
566	945	721
567	952	724
568	953	722
569	955	720
570	956	718
571	959	718
572	960	716
573	962	714
574	963	712
575	964	710
576	966	708
577	967	706
578	968	704
579	969	702
580	971	700
581	972	698
582	973	696
583	974	694
584	975	692
585	977	690
586	978	688
587	979	686
588	981	684
589	982	682
590	983	680
591	985	678
592	986	677
593	987	675
594	989	673
595	990	671
596	993	670
597	995	669
598	996	667
599	998	665
600	1000	664
601	1006	665
602	1008	664
603	1011	663
604	1014	662
605	1023	665
606	1024	663
607	1025	661
608	1026	659
609	1027	656
610	1028	654
611	1029	652
612	1031	650
613	1032	648
614	1033	646
615	1034	644
616	1035	643
617	1037	641
618	1039	639
619	1040	637
620	1041	635
621	1044	634
622	1045	632
623	1047	630
624	1048	629
625	1049	627
626	1051	625
627	1052	623
628	1053	621
629	1054	619
630	1056	617
631	1057	615
632	1059	614
633	1061	612
634	1062	610
635	1063	608
636	1064	606
637	1065	604
638	1067	603
639	1069	601
640	1070	599
641	1071	597
642	1072	595
643	1074	593
644	1075	591
645	1076	589
646	1077	588
647	1079	586
648	1080	584
649	1081	582
650	1083	580
651	1084	579
652	1086	577
653	1089	576
654	1090	574
655	1091	572
656	1093	570
657	1094	568
658	1095	566
659	1096	564
660	1097	563
661	1099	561
662	1100	559
663	1101	557
664	1102	555
665	1103	553
666	1105	551
667	1106	549
668	1107	547
669	1108	545
670	1109	544
671	1111	542
672	1112	540
673	1113	538
674	1114	536
675	1116	534
676	1120	534
677	1121	532
678	1122	530
679	1123	528
680	1125	526
681	1126	525
682	1127	523
683	1129	521
684	1130	519
685	1131	518
686	1133	516
687	1134	514
688	1136	512
689	1137	511
690	1139	509
691	1140	507
692	1141	505
693	1142	503
694	1147	503
695	1149	501
696	1150	500
697	1152	498
698	1153	496
699	1155	495
700	1156	493
701	1158	491
702	1159	490
703	1161	488
704	1162	486
705	1164	484
706	1166	483
707	1167	481
708	1169	479
709	1170	478
710	1172	476
711	1173	474
712	1175	472
713	1176	471
714	1177	469
715	1179	467
716	1180	465
717	1181	463
718	1182	462
719	1183	460
720	1185	458
721	1186	456
722	1187	455
723	1189	453
724	1190	451
725	1191	449
726	1193	448
727	1194	446
728	1195	444
729	1196	442
730	1201	442
731	1202	440
732	1203	438
733	1205	436
734	1206	435
735	1207	433
736	1208	431
737	1209	429
738	1211	427
739	1212	425
740	1213	424
741	1215	422
742	1216	420
743	1217	418
744	1218	417
745	1220	415
746	1222	414
747	1224	412
748	1225	410
749	1226	408
750	1227	407
751	1229	405
752	1230	403
753	1231	401
754	1233	400
755	1234	398
756	1236	396
757	1237	395
758	1238	393
759	1240	391
760	1241	389
761	1245	388
762	1246	387
763	1247	385
764	1248	383
765	1249	381
766	1251	380
767	1252	378
768	1254	376
769	1255	374
770	1256	373
771	1258	371
772	1259	369
773	1260	368
774	1261	366
775	1264	365
776	1266	363
777	1267	361
778	1268	359
779	1269	358
780	1270	356
781	1271	354
782	1272	352
783	1273	350
784	1274	349
785	1276	347
786	1277	345
787	1278	343
788	1279	342
789	1281	340
790	1282	338
791	1283	337
792	1284	335
793	1285	333
794	1287	331
795	1288	330
796	1289	328
797	1291	326
798	1292	325
799	1293	323
800	1294	321
801	1296	319
802	1297	318
803	1298	316
804	1301	315
805	1303	313
806	1305	312
807	1308	310
808	1310	309
809	1312	307
810	1314	306
811	1317	304
812	1319	303
813	1322	302
814	1324	300
815	1325	298
816	1327	297
817	1329	295
818	1330	294
819	1332	292
820	1334	290
821	1335	289
822	1337	287
823	1339	286
824	1340	284
825	1341	282
826	1343	280
827	1348	280
828	1349	278
829	1351	276
830	1352	275
831	1354	273
832	1355	271
833	1357	270
834	1359	268
835	1365	267
836	1366	266
837	1367	264
838	1368	262
839	1370	260
840	1371	259
841	1372	257
842	1373	255
843	1375	254
844	1376	252
845	1377	250
846	1379	249
847	1380	247
848	1381	245
849	1383	244
850	1384	242
851	1385	240
852	1386	239
853	1388	237
854	1389	235
855	1390	233
856	1392	232
857	1393	230
858	1394	228
859	1395	227
860	1397	225
861	1398	223
862	1399	222
863	1400	220
864	1402	218
865	1403	217
866	1404	215
867	1406	213
868	1407	212
869	1408	210
870	1410	208
871	1411	207
872	1412	205
873	1413	203
874	1415	202
875	1416	200
876	1417	198
877	1419	197
878	1420	195
879	1421	193
880	1422	192
881	1424	190
882	1425	188
883	1426	187
884	1428	185
885	1429	183
886	1430	182
887	1432	180
888	1433	178
889	1434	177
890	1435	175
891	1437	174
892	1439	172
893	1440	170
894	1441	169
895	1443	167
896	1444	165
897	1445	164
898	1446	162
899	1448	160
900	1449	159
901	1450	157
902	1452	155
903	1453	154
904	1454	152
905	1455	151
906	1457	149
907	1458	147
908	1460	146
909	1461	144
910	1462	142
911	1463	141
912	1465	139
913	1466	137
914	1467	136
915	1469	134
916	1470	133
917	1471	131
918	1472	129
919	1474	128
920	1475	126
921	1476	124
922	1478	123
923	1479	121
924	1480	120
925	1481	118
926	1482	116
927	1484	115
928	1485	113
929	1486	111
930	1487	110
931	1489	108
932	1490	107
933	1491	105
934	1492	103
935	1494	102
936	1495	100
937	1496	98
938	1500	97
939	1501	95
940	1502	94
941	1504	92
942	1505	90
943	1506	89
944	1507	87
945	1509	86
946	1510	84
947	1511	82
948	1513	81
949	1514	79
950	1515	78
951	1516	76
952	1518	74
953	1519	73
954	1520	71
955	1522	70
956	1523	68
957	1524	66
958	1537	65
959	1538	64
960	1539	62
961	1540	60
962	1542	59
963	1543	57
964	1545	56
965	1546	54
966	1547	52
967	1549	51
968	1550	49
969	1551	47
970	1552	46
971	1554	44
972	1555	43
973	1557	41
974	1559	39
975	1560	38
976	1561	36
977	1563	35
978	1564	33
979	1566	31
980	1567	30
981	1568	28
982	1569	27
983	1571	25
984	1572	23
985	1573	22
986	1575	20
987	1576	19
988	1577	17
989	1578	15
990	1580	14
991	1581	12
992	1582	11
993	1584	9
994	1585	7
995	1586	6
996	1588	4
997	1589	3
998	1591	1
999	1592	0
